employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason
00-18741781,Ani,Andriani,Female,Jawa Barat,Bandung,2019-04-08,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,15758535,Needs Improvement,Yes,1969-11-04,,
00-93025237,Balijan,Thamrin,Male,Jawa Barat,Bekasi,2022-12-23,Operations,Operations Analyst,Master,0,Job Fair,19508853,Satisfactory,Yes,2004-08-22,,
00-59710508,Diana,Permata,Female,Jawa Barat,Bekasi,2015-09-18,IT,IT Support Specialist,High School,0,Jobstreet,5583080,Excellent,No,1978-08-14,,
00-41361578,Pangestu,Pradipta,Male,Sumatera Utara,Binjai,2015-07-08,Operations,Inventory Specialist,High School,0,Indeed,6276908,Good,No,1976-08-10,,
00-17840669,Jail,Firmansyah,Male,Banten,Serang,2023-02-02,IT,IT Support Specialist,High School,0,Jobstreet,5256982,Good,No,1967-12-27,,
00-40134305,Kuncara,Sitompul,Male,Jawa Barat,Bekasi,2022-04-05,Operations,Logistics Coordinator,Bachelor,10,LinkedIn,9581317,Needs Improvement,No,1985-04-23,,
00-83226848,Tania,Usada,Female,Jawa Barat,Bogor,2016-02-24,IT,Software Developer,Master,0,Company Website,27122502,Satisfactory,No,1977-12-24,,
00-73945115,Nadine,Puspasari,Female,Jawa Barat,Bogor,2024-11-22,Marketing,Marketing Coordinator,Bachelor,0,Job Fair,11913469,Satisfactory,No,1976-01-27,,
00-47912273,Elisa,Mandasari,Female,Jawa Barat,Bandung,2022-11-22,Operations,Inventory Specialist,High School,0,LinkedIn,7502577,Excellent,No,1985-09-30,,
00-41899399,Ajiman,Sihombing,Male,Jawa Barat,Bogor,2022-02-09,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,18141002,Satisfactory,No,1990-04-05,,
00-56324745,Cecep,Maulana,Male,Jawa Barat,Bogor,2024-02-18,Operations,Operations Analyst,Master,0,Job Fair,20579657,Satisfactory,Yes,1996-08-15,,
00-74307616,Kasusra,Uwais,Male,Sumatera Utara,Medan,2024-05-31,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,12293445,Good,Yes,1972-10-29,,
00-82001727,Cawisadi,Firgantoro,Male,Jakarta,Jakarta Timur,2023-09-18,Operations,Operations Analyst,Master,7,Jobstreet,11051278,Satisfactory,No,1989-11-20,,
00-48502168,Vanesa,Andriani,Female,Jakarta,Jakarta Pusat,2021-09-21,Customer Service,Support Specialist,High School,11,Jobstreet,6192348,Good,No,1972-01-17,,
00-44522269,Humaira,Lestari,Female,Jawa Barat,Bogor,2023-06-21,Customer Service,Support Specialist,High School,0,Jobstreet,6417378,Needs Improvement,No,1983-02-04,,
00-12810133,Kani,Mardhiyah,Female,Jawa Barat,Bogor,2019-03-26,Customer Service,Customer Service Representative,Bachelor,0,Indeed,5110141,Satisfactory,No,1987-07-07,,
00-15711620,Nasab,Budiyanto,Male,Jawa Barat,Bandung,2019-12-13,Finance,Financial Analyst,Master,0,Jobstreet,25733758,Good,Yes,1999-02-10,,
00-40465492,Samiah,Zulaika,Female,Sumatera Utara,Tebing Tinggi,2024-03-24,Operations,Operations Analyst,Bachelor,0,LinkedIn,15968740,Satisfactory,Yes,1979-12-21,,
00-94087394,Maimunah,Farida,Female,Jawa Barat,Bogor,2018-11-21,HR,Recruiter,Bachelor,0,Indeed,12828302,Good,No,2000-11-06,,
00-66066184,Siska,Wulandari,Female,Jawa Barat,Bandung,2019-09-06,IT,Software Developer,Master,0,LinkedIn,33328967,Good,No,1987-12-01,,
00-62135917,Salimah,Hastuti,Female,Jawa Barat,Bandung,2019-06-01,Operations,Operations Analyst,Master,0,Jobstreet,15663667,Satisfactory,No,1979-06-27,,
00-99304909,Shakila,Purnawati,Female,Jawa Barat,Bogor,2019-06-22,Customer Service,Customer Service Representative,High School,0,LinkedIn,8123430,Good,No,1975-08-15,,
00-37637454,Anastasia,Agustina,Female,Jawa Barat,Bekasi,2017-01-19,IT,Software Developer,Bachelor,14,Company Website,30356263,Excellent,Yes,1993-08-28,,
00-86287557,Vera,Suartini,Female,Jawa Barat,Bandung,2017-10-25,Sales,Sales Specialist,Master,0,LinkedIn,20484920,Excellent,No,1974-09-12,,
00-93064164,Damar,Maheswara,Male,Jakarta,Jakarta Barat,2018-05-26,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,8069288,Good,Yes,1998-05-17,,
00-64788762,Halima,Mulyani,Female,Jawa Barat,Bandung,2018-02-05,IT,IT Support Specialist,Bachelor,0,Indeed,6849832,Satisfactory,Yes,1989-10-19,,
00-62724691,Agus,Pranowo,Male,Jawa Barat,Bogor,2017-01-11,IT,System Administrator,Master,0,LinkedIn,11031211,Satisfactory,No,1985-09-29,,
00-97541827,Amalia,Padmasari,Female,Jawa Barat,Bandung,2019-11-15,Operations,Logistics Coordinator,Bachelor,0,Company Website,12806094,Satisfactory,No,1988-07-11,,
00-16829764,Febi,Hassanah,Female,Jakarta,Jakarta Barat,2017-03-27,Customer Service,Support Specialist,Bachelor,0,LinkedIn,5156152,Satisfactory,Yes,1972-01-02,,
00-31034514,Cinta,Mandasari,Female,Jawa Barat,Bogor,2022-10-09,Sales,Sales Specialist,Master,0,Job Fair,18929602,Satisfactory,No,1987-02-28,,
00-34201500,Caturangga,Damanik,Male,Sumatera Utara,Medan,2024-06-10,Marketing,SEO Specialist,Bachelor,12,Job Fair,20907953,Excellent,No,1997-11-16,,
00-37709690,Kambali,Habibi,Male,Sumatera Utara,Medan,2018-11-13,Operations,Inventory Specialist,Bachelor,0,LinkedIn,7560836,Satisfactory,No,1975-06-10,,
00-46684386,Gamanto,Marpaung,Male,Jawa Barat,Bandung,2024-08-06,Operations,Inventory Specialist,High School,0,Jobstreet,8057594,Good,Yes,1992-12-08,,
00-30918595,Sari,Melani,Female,Jawa Barat,Bandung,2021-08-31,Operations,Operations Analyst,Bachelor,0,Indeed,17819418,Good,No,1981-11-02,,
00-36549575,Daniswara,Saputra,Male,Jawa Timur,Surabaya,2017-06-03,Operations,Operations Analyst,Master,0,Jobstreet,17520527,Needs Improvement,Yes,1984-09-23,,
00-42977091,Wakiman,Prabowo,Male,Sumatera Utara,Tebing Tinggi,2023-02-16,Customer Service,Support Specialist,Bachelor,0,Other,7794430,Satisfactory,No,1994-08-31,,
00-75321753,Gina,Nurdiyanti,Female,Jawa Barat,Bekasi,2018-02-11,Sales,Sales Specialist,Bachelor,0,Other,11945087,Satisfactory,Yes,1976-10-24,,
00-94300224,Kani,Permata,Female,Sumatera Utara,Tebing Tinggi,2023-03-09,Operations,Inventory Specialist,Bachelor,0,Other,6569416,Good,No,1990-09-23,,
00-18772342,Amalia,Susanti,Female,Sumatera Utara,Medan,2016-09-10,Operations,Logistics Coordinator,Bachelor,9,LinkedIn,13735043,Excellent,No,1997-07-03,,
00-17080348,Galih,Ardianto,Male,Jawa Barat,Bogor,2018-06-01,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,5905899,Good,Yes,1976-07-26,,
00-57874974,Gabriella,Yuniar,Female,Sumatera Utara,Binjai,2017-03-27,IT,System Administrator,Bachelor,8,Other,12629192,Good,Yes,1971-03-30,,
00-51280251,Bella,Puspasari,Female,Jawa Barat,Bogor,2023-09-10,Operations,Logistics Coordinator,Bachelor,6,Company Website,12611439,Excellent,Yes,1995-12-28,,
00-52345697,Leo,Nashiruddin,Male,Sumatera Utara,Binjai,2020-01-18,Operations,Inventory Specialist,Bachelor,12,Other,8574234,Good,Yes,1991-09-21,,
00-55448910,Bagas,Kurniawan,Male,Sumatera Utara,Binjai,2022-06-09,Customer Service,Support Specialist,Bachelor,0,Jobstreet,5319177,Excellent,No,1993-07-27,,
00-23623030,Ilsa,Wijayanti,Female,Jakarta,Jakarta Timur,2023-02-09,Customer Service,Help Desk Technician,High School,11,Indeed,4707835,Needs Improvement,No,1978-06-03,,
00-31911949,Narji,Santoso,Male,Jawa Barat,Bogor,2019-11-04,Customer Service,Support Specialist,Bachelor,0,Job Fair,5508546,Good,Yes,1992-11-22,,
00-64986304,Virman,Suryono,Male,Jawa Barat,Bekasi,2017-03-08,Customer Service,Support Specialist,Bachelor,0,Other,8131869,Good,Yes,1988-05-30,,
00-73024306,Hafshah,Hariyah,Female,Jawa Barat,Bandung,2022-08-21,IT,System Administrator,Bachelor,0,Other,21369923,Satisfactory,No,1960-03-25,,
00-43472531,Jane,Sudiati,Female,Sulawesi Selatan,Pare-Pare,2024-09-20,Sales,Sales Specialist,Master,0,Indeed,19959769,Good,No,1987-04-08,,
00-69713989,Wahyu,Winarno,Male,Jawa Barat,Bekasi,2016-09-26,Customer Service,Help Desk Technician,Bachelor,0,Indeed,6152402,Satisfactory,No,1984-11-27,,
00-61130128,Diana,Prastuti,Female,Jawa Barat,Bogor,2019-03-10,Sales,Sales Consultant,Master,0,LinkedIn,18556171,Needs Improvement,Yes,1981-03-12,,
00-12678196,Makara,Wibowo,Male,Jakarta,Jakarta Timur,2020-12-09,Operations,Logistics Coordinator,Bachelor,0,Indeed,16527503,Good,No,1993-07-24,,
00-88502768,Shakila,Pertiwi,Female,Jawa Barat,Bogor,2020-11-26,Customer Service,Support Specialist,High School,0,Company Website,6684848,Excellent,No,2003-01-11,,
00-76003853,Salwa,Yolanda,Female,Jawa Barat,Bogor,2024-01-27,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,10572610,Good,Yes,1972-04-23,,
00-55604049,Juli,Anggraini,Female,Jawa Barat,Bogor,2024-08-24,HR,HR Coordinator,Master,0,Jobstreet,13827151,Good,No,1963-06-04,,
00-33788142,Viktor,Siregar,Male,Jawa Barat,Bekasi,2017-06-24,Marketing,Content Creator,High School,19,Jobstreet,10173578,Satisfactory,No,1973-04-27,,
00-62830211,Kezia,Winarsih,Female,Jawa Barat,Bandung,2024-09-05,Sales,Sales Consultant,Master,0,Job Fair,22519072,Satisfactory,No,1993-07-09,,
00-99778757,Ulya,Nuraini,Female,Jawa Barat,Bandung,2017-07-15,Sales,Sales Consultant,Bachelor,14,Job Fair,21673057,Good,Yes,1973-01-01,,
00-49238480,Rini,Andriani,Female,Jawa Barat,Bekasi,2022-04-01,IT,System Administrator,Bachelor,0,Job Fair,11137615,Satisfactory,No,1979-05-25,,
00-90908131,Ayu,Kusmawati,Female,Jawa Barat,Bogor,2024-04-29,Operations,Inventory Specialist,High School,20,Other,7678749,Satisfactory,Yes,1976-02-09,,
00-93464930,Gilda,Utami,Female,Sulawesi Selatan,Makassar,2023-10-22,HR,HR Assistant,Bachelor,0,LinkedIn,8526378,Good,Yes,1992-04-30,,
00-59018458,Dimaz,Saragih,Male,Jawa Barat,Bekasi,2023-01-31,Finance,Accountant,Bachelor,0,Company Website,13344654,Good,No,1985-01-30,,
00-47613959,Asmuni,Hidayat,Male,Jawa Barat,Bekasi,2024-05-25,Marketing,Content Creator,High School,0,Other,8936100,Satisfactory,Yes,1960-06-30,,
00-52757412,Jamil,Maulana,Male,Sumatera Utara,Binjai,2023-03-20,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,12443113,Good,No,1992-06-16,,
00-42051720,Cakrawangsa,Nainggolan,Male,Jawa Barat,Bekasi,2022-03-21,Operations,Inventory Specialist,Bachelor,5,Company Website,5606251,Good,No,1997-01-30,,
00-68109521,Maras,Budiyanto,Male,Jawa Barat,Bekasi,2018-04-03,Operations,Operations Analyst,Master,5,Company Website,19370902,Satisfactory,No,1994-05-01,,
00-98139894,Virman,Tarihoran,Male,Jawa Barat,Bekasi,2019-08-21,IT,Software Developer,Master,0,Company Website,26154113,Excellent,No,1979-02-01,,
00-83990759,Warsita,Prasetya,Male,Jawa Barat,Bogor,2015-10-15,Sales,Sales Representative,Bachelor,0,Other,10604546,Good,No,1973-12-03,,
00-86994349,Tomi,Marbun,Male,Jawa Barat,Bandung,2015-02-22,Operations,Inventory Specialist,High School,12,Other,7728310,Needs Improvement,No,1963-12-07,,
00-73098568,Indah,Pertiwi,Female,Jawa Barat,Bekasi,2018-09-07,Sales,Sales Consultant,Bachelor,5,Company Website,24329630,Excellent,No,1989-05-12,,
00-46276862,Panji,Wibowo,Male,Sumatera Utara,Binjai,2022-01-16,Operations,Logistics Coordinator,Bachelor,0,Job Fair,12999843,Satisfactory,No,1993-06-14,,
00-78797888,Karma,Widodo,Male,Jawa Barat,Bandung,2023-06-11,Operations,Inventory Specialist,Bachelor,0,LinkedIn,9001211,Satisfactory,Yes,1987-01-24,,
00-55919735,Marsudi,Wasita,Male,Jawa Barat,Bogor,2017-04-23,Sales,Sales Consultant,Bachelor,0,Indeed,18444898,Good,No,1975-12-03,,
00-45109738,Pardi,Budiman,Male,Jawa Barat,Bandung,2020-03-29,Operations,Inventory Specialist,High School,18,Jobstreet,4623135,Satisfactory,No,2004-06-18,,
00-45792181,Slamet,Utama,Male,Sumatera Utara,Tebing Tinggi,2016-05-08,Operations,Operations Analyst,Bachelor,0,LinkedIn,16644872,Excellent,Yes,1989-08-20,,
00-21381032,Jasmin,Nasyiah,Female,Jawa Barat,Bandung,2023-03-21,Customer Service,Support Specialist,High School,0,LinkedIn,4598458,Good,No,1981-02-09,,
00-78288809,Puput,Farida,Female,Jawa Barat,Bogor,2023-12-19,Customer Service,Support Specialist,High School,0,Jobstreet,7424764,Satisfactory,Yes,1982-11-21,,
00-27250444,Vero,Sitorus,Male,Jawa Tengah,Semarang,2023-04-07,Customer Service,Support Specialist,Bachelor,0,Other,6720091,Good,Yes,1996-06-30,,
00-19987762,Rama,Siregar,Male,Banten,Cilegon,2017-09-28,Finance,Accountant,Bachelor,0,LinkedIn,16333453,Satisfactory,No,1963-08-27,,
00-86760300,Najib,Kusumo,Male,Sumatera Utara,Binjai,2023-08-25,Operations,Operations Analyst,Master,0,Company Website,12796226,Satisfactory,No,1981-01-27,,
00-20121566,Kezia,Wulandari,Female,Jawa Barat,Bogor,2015-05-05,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8483584,Good,Yes,1974-11-06,,
00-55786338,Cemplunk,Prasetya,Male,Jawa Barat,Bogor,2023-09-02,Finance,Financial Analyst,Master,0,Other,19685248,Good,No,1984-03-03,,
00-30970686,Adiarja,Firmansyah,Male,Jawa Barat,Bandung,2020-12-03,Finance,Financial Analyst,Bachelor,0,Jobstreet,17757580,Good,Yes,1999-11-11,,
00-54412731,Nurul,Hassanah,Female,Jawa Barat,Bekasi,2023-03-16,Sales,Sales Consultant,PhD,0,LinkedIn,20980702,Needs Improvement,No,1960-04-10,,
00-26371663,Anastasia,Laksita,Female,Jawa Barat,Bandung,2016-12-30,Customer Service,Support Specialist,High School,0,Jobstreet,4405908,Satisfactory,No,1982-02-02,,
00-20892520,Farhunnisa,Kuswandari,Female,Sulawesi Selatan,Makassar,2017-02-05,Operations,Inventory Specialist,High School,0,LinkedIn,7824339,Good,No,1991-04-06,,
00-10515548,Ellis,Maryati,Female,Sumatera Utara,Binjai,2019-04-02,IT,IT Support Specialist,High School,12,Jobstreet,4862298,Excellent,No,2001-02-18,,
00-38215122,Ophelia,Hasanah,Female,Jawa Barat,Bekasi,2015-06-15,IT,System Administrator,Master,0,Job Fair,21190438,Good,Yes,1985-05-24,,
00-53004024,Tari,Yuliarti,Female,Sumatera Utara,Binjai,2021-05-01,Marketing,Content Creator,Bachelor,0,Job Fair,5046546,Excellent,No,1963-10-30,,
00-36481124,Catur,Tarihoran,Male,Jawa Barat,Bogor,2022-03-18,IT,Software Developer,Master,0,Jobstreet,23346427,Satisfactory,No,1974-03-21,,
00-34973205,Dipa,Prabowo,Male,Jawa Barat,Bekasi,2019-03-10,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,17064786,Good,No,1997-10-23,,
00-89431668,Rachel,Nasyiah,Female,Jawa Barat,Bekasi,2023-04-28,IT,Software Developer,Bachelor,0,LinkedIn,19008439,Satisfactory,Yes,2002-10-19,,
00-34820595,Edison,Suwarno,Male,Jawa Barat,Bandung,2020-06-23,Sales,Sales Specialist,Bachelor,0,Other,20700064,Satisfactory,No,2000-02-05,,
00-36537596,Siska,Mulyani,Female,Jawa Barat,Bandung,2017-04-16,Customer Service,Customer Service Representative,Bachelor,0,Other,5354819,Good,No,1975-09-18,,
00-35413534,Setya,Wijaya,Male,Jawa Barat,Bandung,2022-07-06,Customer Service,Support Specialist,Bachelor,0,Job Fair,5363761,Good,No,1960-10-18,,
00-20170987,Bahuwirya,Najmudin,Male,Jawa Barat,Bandung,2017-06-04,Customer Service,Help Desk Technician,High School,0,LinkedIn,5887986,Satisfactory,No,1981-04-21,,
00-40563463,Keisha,Mandasari,Female,Jawa Timur,Malang,2017-07-02,Operations,Logistics Coordinator,Bachelor,0,Indeed,9651434,Good,Yes,1987-08-24,,
00-89498261,Maida,Utami,Female,Sulawesi Selatan,Pare-Pare,2017-07-16,Customer Service,Support Specialist,High School,0,LinkedIn,6465426,Good,No,2003-06-02,,
00-95979202,Lurhur,Uwais,Male,Jawa Barat,Bekasi,2017-06-18,Sales,Sales Specialist,Master,0,LinkedIn,18083944,Good,No,1985-10-16,,
00-56272775,Prabawa,Hutagalung,Male,Jawa Barat,Bogor,2022-11-15,IT,System Administrator,Bachelor,0,Jobstreet,22373467,Needs Improvement,No,1985-02-16,,
00-97891427,Xanana,Widodo,Male,Sumatera Utara,Medan,2023-07-07,Operations,Inventory Specialist,High School,10,Other,4884296,Good,No,1986-01-25,,
00-47775463,Ayu,Suartini,Female,Jawa Barat,Bekasi,2022-06-15,Finance,Accountant,Bachelor,0,LinkedIn,15929742,Good,Yes,1997-05-18,,
00-18426588,Zulaikha,Hasanah,Female,Jawa Barat,Bogor,2020-10-21,Operations,Inventory Specialist,High School,11,Company Website,8648869,Needs Improvement,No,1960-11-03,,
00-93194239,Ifa,Zulaika,Female,Jawa Barat,Bekasi,2022-03-01,Sales,Sales Representative,Bachelor,9,Job Fair,6311991,Needs Improvement,No,1967-01-06,,
00-69851981,Puspa,Mardhiyah,Female,Jawa Barat,Bandung,2015-04-10,Customer Service,Support Specialist,Bachelor,0,LinkedIn,6135838,Good,Yes,1970-03-21,,
00-21842256,Harjasa,Pradipta,Male,Jawa Barat,Bekasi,2018-04-29,Operations,Logistics Coordinator,Bachelor,0,Other,7316492,Satisfactory,No,1997-03-23,,
00-91269754,Mutia,Puspita,Female,Sumatera Utara,Medan,2022-05-26,IT,Software Developer,Bachelor,0,Jobstreet,27968329,Good,No,1983-01-25,,
00-45223738,Putri,Yolanda,Female,Jawa Barat,Bandung,2022-01-28,Customer Service,Support Specialist,High School,0,LinkedIn,6101740,Excellent,No,1988-01-10,,
00-58065049,Ganda,Hidayat,Male,Jawa Barat,Bandung,2022-10-05,IT,Software Developer,Bachelor,14,LinkedIn,18629072,Needs Improvement,Yes,1995-03-30,,
00-77067918,Nadine,Mulyani,Female,Sumatera Utara,Binjai,2018-03-02,IT,Software Developer,Bachelor,0,Other,28129397,Good,No,1989-12-26,,
00-83271725,Vero,Kuswoyo,Male,Jakarta,Jakarta Barat,2024-01-02,Operations,Inventory Specialist,Bachelor,13,LinkedIn,8238514,Good,No,1981-07-21,,
00-88816559,Amalia,Widiastuti,Female,Jawa Timur,Blitar,2017-10-11,HR,Recruiter,Bachelor,0,Jobstreet,19629941,Excellent,No,1978-02-17,,
00-64993351,Tari,Rahimah,Female,Sulawesi Selatan,Pare-Pare,2019-07-10,Marketing,SEO Specialist,Bachelor,0,Jobstreet,11423646,Needs Improvement,No,2001-06-03,,
00-64122182,Halim,Pranowo,Male,Jawa Barat,Bogor,2019-06-03,Sales,Sales Representative,Bachelor,0,LinkedIn,15427105,Good,No,1983-12-20,,
00-30493013,Uli,Rahimah,Female,Jawa Barat,Bogor,2017-05-30,Operations,Operations Analyst,Master,0,Indeed,13119796,Satisfactory,Yes,1999-02-13,,
00-13285625,Jindra,Mangunsong,Male,Jawa Barat,Bogor,2023-09-06,IT,Software Developer,Master,0,LinkedIn,21656098,Satisfactory,No,1978-07-24,,
00-94851513,Lanjar,Firgantoro,Male,Sumatera Utara,Medan,2017-06-08,Operations,Inventory Specialist,High School,0,Jobstreet,6957466,Excellent,No,1992-11-21,,
00-68301666,Ani,Kusmawati,Female,Jawa Barat,Bekasi,2023-05-30,Operations,Operations Analyst,Bachelor,0,Jobstreet,15359016,Excellent,No,1975-01-21,,
00-30272064,Padmi,Lailasari,Female,Jakarta,Jakarta Barat,2020-03-16,Operations,Inventory Specialist,Bachelor,0,Indeed,7908754,Good,Yes,1998-03-17,,
00-22730042,Prabowo,Pratama,Male,Sumatera Utara,Medan,2015-04-10,Operations,Logistics Coordinator,Bachelor,0,Job Fair,15169874,Good,Yes,1980-09-01,,
00-46358251,Prasetya,Waluyo,Male,Jawa Barat,Bogor,2018-10-08,Sales,Sales Representative,Bachelor,0,Jobstreet,12713873,Good,Yes,1981-04-21,,
00-62644474,Gantar,Rajasa,Male,Jawa Barat,Bandung,2017-10-03,Operations,Inventory Specialist,High School,0,LinkedIn,8373140,Excellent,No,1990-07-09,,
00-40566650,Nurul,Rahimah,Female,Banten,Serang,2017-09-28,Sales,Sales Representative,Bachelor,0,Other,9767663,Satisfactory,Yes,1984-07-12,,
00-76993019,Asmianto,Simbolon,Male,Jawa Barat,Bandung,2019-05-30,IT,Software Developer,Bachelor,0,LinkedIn,31339402,Excellent,No,2003-08-25,,
00-99360714,Wira,Prabowo,Male,Jawa Barat,Bandung,2016-10-12,IT,Software Developer,Master,0,Jobstreet,24195993,Excellent,No,1984-07-08,,
00-53390242,Hilda,Nasyiah,Female,Jakarta,Jakarta Timur,2022-07-05,Customer Service,Support Specialist,Bachelor,10,LinkedIn,6486286,Good,No,1988-01-20,,
00-28988828,Anom,Wasita,Male,Jawa Barat,Bogor,2017-05-21,Operations,Inventory Specialist,Bachelor,11,Company Website,4960594,Good,No,1976-11-10,,
00-39045233,Laswi,Thamrin,Male,Jawa Barat,Bandung,2019-09-20,Customer Service,Support Specialist,High School,19,Indeed,6510620,Good,No,1997-08-17,,
00-94759650,Ana,Laksita,Female,Jawa Barat,Bandung,2017-04-12,IT,Software Developer,Master,2,Company Website,24756526,Excellent,Yes,1994-07-31,,
00-93011005,Rahmi,Yuniar,Female,Jawa Barat,Bekasi,2019-09-22,Operations,Logistics Coordinator,Bachelor,0,Company Website,15631488,Satisfactory,No,1993-08-21,,
00-27371542,Cakrajiya,Mahendra,Male,Sumatera Utara,Medan,2020-04-06,Operations,Inventory Specialist,High School,19,Jobstreet,5805718,Satisfactory,Yes,1977-03-26,,
00-60110818,Luhung,Siregar,Male,Jawa Barat,Bekasi,2023-09-15,Sales,Sales Representative,Bachelor,15,Company Website,15756986,Needs Improvement,No,1999-11-13,,
00-85876997,Zaenab,Lailasari,Female,Jakarta,Jakarta Barat,2024-01-05,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,4638941,Satisfactory,No,1988-02-13,,
00-70005821,Bambang,Winarno,Male,Jawa Barat,Bekasi,2018-02-05,Operations,Logistics Coordinator,Bachelor,0,Indeed,14179934,Satisfactory,No,1990-05-11,,
00-53781905,Syahrini,Sudiati,Female,Jawa Barat,Bandung,2022-06-04,Marketing,Marketing Coordinator,Bachelor,9,Other,8108494,Good,No,1986-01-22,,
00-73912828,Nrima,Sihombing,Male,Jawa Barat,Bandung,2023-12-16,IT,System Administrator,Master,0,LinkedIn,15647526,Good,No,1967-06-27,,
00-87473129,Bajragin,Rajata,Male,Jawa Barat,Bandung,2023-12-20,Operations,Operations Analyst,Master,0,LinkedIn,15623330,Satisfactory,No,1980-08-05,,
00-27063481,Dacin,Prabowo,Male,Bali,Ubud,2024-03-05,IT,IT Support Specialist,Bachelor,0,LinkedIn,7674177,Good,No,1984-05-06,,
00-40726021,Radit,Prabowo,Male,Sumatera Utara,Binjai,2022-04-09,Sales,Sales Consultant,Master,0,Other,22163486,Good,No,2003-03-25,,
00-43433510,Talia,Pratiwi,Female,Jawa Barat,Bandung,2019-07-14,IT,IT Support Specialist,High School,0,Indeed,6833866,Needs Improvement,No,1969-12-14,,
00-52071895,Kasiran,Sitompul,Male,Jawa Barat,Bandung,2020-12-10,Customer Service,Help Desk Technician,High School,0,Job Fair,6041580,Excellent,Yes,1996-01-06,,
00-29911932,Kezia,Purnawati,Female,Bali,Kuta,2021-10-13,Customer Service,Support Specialist,High School,0,Other,5079145,Good,No,1975-01-18,,
00-75892915,Laras,Haryanti,Female,Jawa Barat,Bogor,2019-02-12,Customer Service,Customer Service Representative,High School,10,Company Website,9291303,Needs Improvement,No,1990-08-23,,
00-18982581,Siska,Rahmawati,Female,Jawa Barat,Bekasi,2019-11-13,Operations,Inventory Specialist,Bachelor,0,LinkedIn,4927355,Excellent,Yes,1990-09-13,,
00-47072327,Dinda,Pudjiastuti,Female,Sulawesi Selatan,Pare-Pare,2022-10-18,Marketing,SEO Specialist,Bachelor,5,LinkedIn,20402040,Satisfactory,Yes,1974-05-20,,
00-17921698,Danu,Wahyudin,Male,Bali,Kuta,2019-06-04,Customer Service,Support Specialist,Bachelor,0,Job Fair,6312993,Satisfactory,No,1991-12-15,,
00-10409797,Nalar,Mangunsong,Male,Jawa Barat,Bogor,2018-01-03,Operations,Inventory Specialist,Bachelor,0,Jobstreet,9453301,Satisfactory,No,1977-10-12,,
00-85413975,Cawisadi,Wasita,Male,Jawa Barat,Bandung,2017-07-10,Sales,Sales Specialist,Bachelor,0,Other,12710633,Satisfactory,No,1988-02-04,,
00-75055025,Abyasa,Hardiansyah,Male,Jakarta,Jakarta Timur,2024-01-28,Operations,Inventory Specialist,Bachelor,0,LinkedIn,10079745,Good,No,1980-12-26,,
00-36851375,Prayitna,Tampubolon,Male,Jawa Barat,Bekasi,2023-06-12,Sales,Sales Consultant,PhD,0,Jobstreet,16826680,Good,No,1997-04-05,,
00-90206794,Paramita,Oktaviani,Female,Jawa Barat,Bekasi,2021-09-12,Operations,Logistics Coordinator,Bachelor,0,Job Fair,12435362,Excellent,Yes,1982-04-14,,
00-18128621,Irma,Usamah,Female,Jawa Barat,Bogor,2022-03-08,IT,IT Support Specialist,Bachelor,0,Job Fair,7407508,Excellent,Yes,1963-04-23,,
00-77663082,Elma,Rahimah,Female,Jawa Barat,Bekasi,2017-03-14,Operations,Logistics Coordinator,Bachelor,0,Other,13302717,Good,No,1982-10-09,,
00-11464854,Tiara,Laksmiwati,Female,Jawa Barat,Bekasi,2017-03-18,IT,Software Developer,Bachelor,15,Company Website,26356705,Good,No,1973-12-23,,
00-49742322,Jinawi,Iswahyudi,Male,Jawa Barat,Bogor,2015-07-15,Operations,Logistics Coordinator,Bachelor,8,Indeed,9955495,Good,No,1973-12-12,,
00-66562468,Warta,Hakim,Male,Jawa Barat,Bandung,2016-06-24,IT,IT Support Specialist,Bachelor,0,Other,9970796,Satisfactory,No,1973-11-15,,
00-29812515,Kasim,Wasita,Male,Jawa Barat,Bandung,2019-03-24,Operations,Inventory Specialist,Bachelor,0,Company Website,9017052,Good,No,1993-04-21,,
00-31069286,Cengkir,Januar,Male,Sumatera Utara,Tebing Tinggi,2020-01-23,Operations,Inventory Specialist,Bachelor,14,Job Fair,8903275,Good,Yes,1970-12-21,,
00-46715535,Pangestu,Iswahyudi,Male,Jawa Barat,Bogor,2019-11-11,Customer Service,Support Specialist,Bachelor,0,LinkedIn,6347175,Satisfactory,No,1988-03-09,,
00-91408752,Prabu,Kuswoyo,Male,Jawa Barat,Bogor,2019-04-11,Marketing,Marketing Manager,Bachelor,0,Job Fair,30958079,Excellent,No,2000-10-30,,
00-27251767,Laila,Usada,Female,Jakarta,Jakarta Pusat,2018-09-01,Finance,Accountant,Bachelor,0,Jobstreet,11091652,Satisfactory,Yes,1995-09-02,,
