employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason,long_time_hire,month_hire,month_term
00-78984106,Eka,Astuti,Female,Banten,Cilegon,2015-04-28,Customer Service,Support Specialist,High School,17,Company Website,6261172,Satisfactory,No,1992-03-23,,,,4,
00-86014287,Karya,Salahudin,Male,Jawa Timur,Blitar,2020-05-28,Operations,Inventory Specialist,High School,0,Jobstreet,8390529,Good,No,1988-10-23,,,,5,
00-60724233,Adhiarja,Mansur,Male,DKI Jakarta,Jakarta Timur,2018-09-09,Operations,Logistics Coordinator,Bachelor,0,Indeed,9999546,Satisfactory,No,2000-06-10,,,,9,
00-95255730,Perkasa,Setiawan,Male,Yogyakarta,Sleman,2017-10-17,IT,Software Developer,Master,0,Job Fair,21691498,Good,No,1994-10-29,,,,10,
00-36351536,Kenes,Prayoga,Male,Jawa Timur,Madiun,2016-04-24,Marketing,Content Creator,High School,0,LinkedIn,6937821,Satisfactory,No,2004-09-18,,,,4,
00-62935392,Sadina,Nasyidah,Female,Jawa Timur,Malang,2017-04-28,Customer Service,Support Specialist,Bachelor,9,LinkedIn,5041021,Good,Yes,1994-02-04,,,,4,
00-11626011,Nugraha,Permadi,Male,Jawa Tengah,Surakarta,2024-07-06,Finance,Accountant,Bachelor,0,Other,12852741,Satisfactory,Yes,2003-09-10,,,,7,
00-86409465,Sidiq,Uwais,Male,Jawa Tengah,Surakarta,2017-12-28,Operations,Operations Analyst,Bachelor,0,Jobstreet,20684026,Good,No,1996-02-22,,,,12,
00-83424609,Cindy,Hastuti,Female,Banten,Serang,2020-06-04,Operations,Operations Analyst,Master,0,Other,20690473,Satisfactory,Yes,1986-09-02,,,,6,
00-18889007,Citra,Suartini,Female,DKI Jakarta,Jakarta Timur,2017-02-16,Operations,Inventory Specialist,Bachelor,12,LinkedIn,4830478,Good,No,1992-02-21,,,,2,
00-74782142,Adinata,Hutapea,Male,Sulawesi Selatan,Pare-Pare,2023-07-09,Operations,Operations Analyst,Master,0,Jobstreet,17224133,Good,Yes,2004-08-10,,,,7,
00-32226983,Banawi,Hutasoit,Male,Banten,Cilegon,2024-03-13,Operations,Operations Analyst,Bachelor,0,Job Fair,15714808,Good,No,1961-06-12,,,,3,
00-20733328,Tedi,Hakim,Male,Jawa Tengah,Semarang,2022-01-15,IT,Software Developer,Bachelor,14,LinkedIn,34389843,Good,No,1974-01-26,,,,1,
00-59944615,Irwan,Prayoga,Male,Lampung,Bandar Lampung,2023-03-04,Operations,Operations Analyst,Bachelor,9,LinkedIn,16753561,Excellent,No,1971-01-15,,,,3,
00-84969806,Wani,Wastuti,Female,Jawa Timur,Madiun,2020-06-26,Customer Service,Help Desk Technician,High School,0,Indeed,6002034,Good,No,1988-06-06,,,,6,
00-94761786,Ulva,Oktaviani,Female,Yogyakarta,Sleman,2022-05-26,Finance,Financial Analyst,PhD,0,LinkedIn,27866856,Excellent,No,1989-05-03,,,,5,
00-99624137,Ida,Kusmawati,Female,Jawa Timur,Madura,2022-06-08,Sales,Sales Manager,PhD,0,Company Website,26177154,Good,No,1984-11-07,,,,6,
00-79799698,Ida,Pudjiastuti,Female,Jawa Timur,Blitar,2022-07-10,Sales,Sales Consultant,Bachelor,0,Other,19770950,Good,Yes,1983-05-23,,,,7,
00-42923144,Luwes,Nashiruddin,Male,Lampung,Bandar Lampung,2017-07-25,Operations,Inventory Specialist,High School,0,Jobstreet,8500081,Satisfactory,No,1985-02-01,,,,7,
00-74880308,Catur,Hidayanto,Male,DKI Jakarta,Jakarta Barat,2017-04-16,IT,Software Developer,Master,6,Indeed,22210522,Good,No,1978-06-16,,,,4,
00-76957784,Mahdi,Jailani,Male,DKI Jakarta,Jakarta Barat,2024-10-20,Operations,Logistics Coordinator,Bachelor,8,Job Fair,7241761,Satisfactory,Yes,1981-05-22,,,,10,
00-89415669,Wawan,Tamba,Male,DKI Jakarta,Jakarta Pusat,2018-05-16,Operations,Logistics Coordinator,Bachelor,0,Company Website,16282839,Good,Yes,1995-01-08,,,,5,
00-29860461,Lukita,Mahendra,Male,Jawa Tengah,Semarang,2020-06-21,HR,Recruiter,Bachelor,0,Job Fair,12362330,Good,No,1976-04-04,,,,6,
00-72323676,Danu,Marbun,Male,Jawa Timur,Malang,2023-12-04,Sales,Sales Specialist,PhD,0,Company Website,17522078,Satisfactory,No,1969-08-01,,,,12,
00-82774096,Tantri,Laksmiwati,Female,Jawa Tengah,Surakarta,2020-02-29,Operations,Inventory Specialist,Bachelor,0,Job Fair,6309010,Excellent,No,1995-07-05,,,,2,
00-63667053,Nasrullah,Prakasa,Male,DKI Jakarta,Jakarta Timur,2019-01-04,HR,HR Coordinator,Master,0,LinkedIn,19740261,Good,Yes,1986-01-29,,,,1,
00-20888977,Hamzah,Irawan,Male,DKI Jakarta,Jakarta Timur,2017-02-24,Sales,Sales Representative,Bachelor,8,LinkedIn,6541876,Excellent,No,1963-03-26,,,,2,
00-98970561,Betania,Agustina,Female,Sumatera Utara,Binjai,2016-04-23,Marketing,Content Creator,High School,0,Jobstreet,12000923,Satisfactory,Yes,1994-07-08,,,,4,
00-68468386,Dacin,Januar,Male,Sumatera Utara,Medan,2019-09-10,Marketing,SEO Specialist,Bachelor,0,LinkedIn,18303579,Good,No,1961-07-17,,,,9,
00-65596056,Paulin,Yuniar,Female,DKI Jakarta,Jakarta Barat,2019-05-01,Marketing,Marketing Coordinator,Bachelor,15,LinkedIn,8955689,Good,No,1995-03-13,,,,5,
00-59711575,Aswani,Saragih,Male,Jawa Timur,Surabaya,2016-06-20,Finance,Financial Analyst,PhD,0,Job Fair,18757209,Good,No,1961-05-04,,,,6,
00-76016435,Candrakanta,Firmansyah,Male,DKI Jakarta,Jakarta Pusat,2024-05-07,Operations,Inventory Specialist,Bachelor,0,Indeed,9400985,Excellent,Yes,2001-11-27,,,,5,
00-38726428,Kurnia,Kusumo,Male,DKI Jakarta,Jakarta Pusat,2019-05-06,Sales,Sales Specialist,PhD,0,LinkedIn,20054156,Satisfactory,No,1997-10-19,,,,5,
00-42646566,Aditya,Kuswoyo,Male,Jawa Tengah,Surakarta,2021-04-10,Customer Service,Customer Service Representative,Bachelor,9,Jobstreet,9730162,Good,No,1983-12-02,,,,4,
00-31366388,Rizki,Prabowo,Male,Banten,Tangerang,2020-08-01,Sales,Sales Representative,Bachelor,12,Other,10050768,Good,No,2003-12-21,,,,8,
00-21123747,Gaduh,Nashiruddin,Male,Jawa Timur,Madura,2016-08-15,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,9913544,Good,No,1970-07-20,,,,8,
00-11139490,Latika,Namaga,Female,Sulawesi Selatan,Pare-Pare,2017-07-24,IT,IT Support Specialist,High School,0,Other,6984580,Excellent,No,1972-10-09,,,,7,
00-22390315,Syahrini,Mulyani,Female,Bali,Ubud,2024-01-29,Customer Service,Customer Service Representative,Bachelor,0,Indeed,5946800,Satisfactory,No,1963-02-25,,,,1,
00-30386018,Candra,Habibi,Male,Bali,Kuta,2024-09-23,Operations,Logistics Coordinator,Bachelor,6,LinkedIn,13271809,Good,No,1984-11-11,,,,9,
00-33833454,Estiono,Irawan,Male,Jawa Timur,Malang,2015-04-06,IT,IT Support Specialist,Bachelor,0,Jobstreet,7568040,Good,No,1978-09-17,,,,4,
00-59226631,Ciaobella,Kuswandari,Female,Banten,Tangerang,2022-10-18,HR,HR Coordinator,Master,0,LinkedIn,21902077,Satisfactory,No,1981-12-17,,,,10,
00-99396822,Rini,Sudiati,Female,DKI Jakarta,Jakarta Barat,2020-04-30,IT,System Administrator,Master,0,LinkedIn,14737036,Satisfactory,No,1976-12-13,,,,4,
00-51576275,Prasetyo,Sihombing,Male,Sulawesi Selatan,Makassar,2018-08-09,Finance,Accounts Payable Specialist,Bachelor,0,Jobstreet,14145141,Satisfactory,No,1987-10-05,,,,8,
00-21052264,Yani,Yulianti,Female,Yogyakarta,Sleman,2024-03-17,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,5590086,Satisfactory,No,1999-12-24,,,,3,
00-35803109,Ade,Nuraini,Female,Yogyakarta,Sleman,2023-12-27,Marketing,Marketing Coordinator,Bachelor,0,Company Website,9790182,Satisfactory,No,1974-12-17,,,,12,
00-75815017,Bakijan,Wacana,Male,Sumatera Utara,Binjai,2016-08-12,Operations,Operations Manager,Master,3,Jobstreet,29857696,Good,Yes,1977-11-09,,,,8,
00-92602298,Cakrabirawa,Hutasoit,Male,Bali,Ubud,2023-06-23,Finance,Accountant,Bachelor,0,Company Website,22311878,Satisfactory,No,1975-02-24,,,,6,
00-92240163,Ade,Permata,Female,Yogyakarta,Sleman,2017-01-29,IT,System Administrator,Master,0,Company Website,16086509,Good,Yes,1991-05-13,,,,1,
00-91358455,Aslijan,Hidayat,Male,Jawa Barat,Tasikmalaya,2023-07-06,Sales,Sales Specialist,Master,0,Job Fair,17130734,Good,Yes,2001-06-17,,,,7,
00-79107561,Irnanto,Prabowo,Male,DKI Jakarta,Jakarta Timur,2016-08-30,Operations,Operations Analyst,Master,0,LinkedIn,16735635,Satisfactory,No,1980-01-16,,,,8,
00-48077170,Gamanto,Maryadi,Male,Bali,Ubud,2015-07-02,Customer Service,Customer Service Manager,PhD,0,Company Website,19888070,Needs Improvement,No,1964-05-21,,,,7,
00-31851520,Banara,Lazuardi,Male,Bali,Denpasar,2022-07-23,Operations,Logistics Coordinator,Bachelor,6,LinkedIn,6938857,Good,No,1981-12-28,,,,7,
00-78300164,Harja,Wibisono,Male,DKI Jakarta,Jakarta Pusat,2018-05-21,HR,Recruiter,Bachelor,0,Company Website,13907253,Good,Yes,1983-01-14,,,,5,
00-63833929,Jasmani,Nugroho,Male,Jawa Timur,Madura,2019-04-24,Operations,Inventory Specialist,High School,17,Job Fair,7776651,Excellent,No,1995-06-06,,,,4,
00-51517045,Karman,Manullang,Male,Lampung,Bandar Lampung,2022-07-13,Customer Service,Support Specialist,High School,0,Job Fair,4552246,Satisfactory,No,1999-11-07,,,,7,
00-71912861,Tasdik,Sihombing,Male,Jawa Tengah,Surakarta,2017-11-03,Operations,Operations Analyst,Bachelor,0,Other,21989194,Good,No,1991-12-26,,,,11,
00-20664018,Yahya,Hutasoit,Male,Jawa Timur,Malang,2016-12-11,IT,IT Support Specialist,High School,0,Other,5843449,Needs Improvement,No,1967-03-07,,,,12,
00-24451825,Zahra,Puspasari,Female,DKI Jakarta,Jakarta Pusat,2024-09-16,IT,System Administrator,Bachelor,0,LinkedIn,18720851,Good,No,1989-12-18,,,,9,
00-19857239,Zaenab,Usamah,Female,DKI Jakarta,Jakarta Timur,2017-07-24,Sales,Sales Specialist,Bachelor,5,Other,13176599,Satisfactory,No,1971-05-14,,,,7,
00-52943014,Jindra,Situmorang,Male,Jawa Timur,Blitar,2020-10-14,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,7387776,Satisfactory,Yes,2002-02-27,,,,10,
00-68429652,Mahdi,Halim,Male,DKI Jakarta,Jakarta Pusat,2019-07-23,IT,IT Support Specialist,Bachelor,15,Jobstreet,7492841,Satisfactory,Yes,1970-11-07,,,,7,
00-84104323,Ibrahim,Simbolon,Male,Jawa Timur,Malang,2022-05-07,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,5148277,Good,No,1981-01-02,,,,5,
00-38155104,Aisyah,Riyanti,Female,Jawa Barat,Tasikmalaya,2023-11-08,Customer Service,Help Desk Technician,High School,0,Jobstreet,5646041,Good,No,1978-04-22,,,,11,
00-58883349,Prasetya,Sitorus,Male,Jawa Barat,Tasikmalaya,2017-05-06,Customer Service,Support Specialist,High School,13,Other,5893290,Satisfactory,Yes,1962-12-22,,,,5,
00-18865799,Lintang,Nurdiyanti,Female,Bali,Ubud,2015-08-13,Sales,Sales Consultant,PhD,0,LinkedIn,24290980,Excellent,No,1975-12-31,,,,8,
00-35039993,Taufik,Kuswoyo,Male,Bali,Ubud,2023-05-20,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,6586518,Good,No,2002-07-19,,,,5,
00-63350155,Cemani,Wahyudin,Male,Jawa Barat,Depok,2023-12-29,Sales,Sales Specialist,Master,4,Indeed,18763040,Good,No,1995-03-05,,,,12,
00-27837972,Faizah,Usada,Female,Jawa Timur,Madura,2023-05-12,Operations,Logistics Coordinator,Bachelor,0,Job Fair,6545595,Needs Improvement,Yes,1984-05-18,,,,5,
00-66686642,Dagel,Adriansyah,Male,Bali,Kuta,2022-08-02,Operations,Inventory Specialist,Bachelor,0,Other,8181768,Satisfactory,Yes,1974-06-04,,,,8,
00-34690946,Julia,Hariyah,Female,Sumatera Utara,Binjai,2015-11-28,Operations,Operations Analyst,Master,0,LinkedIn,14612591,Good,Yes,1986-03-21,,,,11,
00-65807870,Hafshah,Widiastuti,Female,Jawa Barat,Tasikmalaya,2016-12-02,IT,Software Developer,Master,0,Job Fair,27057187,Good,No,1963-03-31,,,,12,
00-15640563,Luluh,Mansur,Male,Jawa Tengah,Semarang,2023-01-13,IT,Software Developer,Bachelor,9,Job Fair,29355667,Needs Improvement,Yes,1987-07-17,,,,1,
00-91057016,Endra,Sinaga,Male,Sulawesi Selatan,Pare-Pare,2020-06-23,Finance,Financial Analyst,Bachelor,0,Job Fair,18020473,Satisfactory,No,1966-10-26,,,,6,
00-34228034,Artawan,Tampubolon,Male,Jawa Timur,Madura,2019-09-14,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9741435,Good,Yes,1995-10-30,,,,9,
00-58416029,Endra,Sihotang,Male,Jawa Tengah,Magelang,2022-01-21,Operations,Inventory Specialist,Bachelor,0,Indeed,8134745,Excellent,No,1997-05-28,,,,1,
00-55255509,Kenzie,Zulkarnain,Male,Lampung,Bandar Lampung,2015-01-12,Sales,Sales Manager,Master,10,Job Fair,33384537,Satisfactory,No,1970-07-12,,,,1,
00-77253402,Tina,Yulianti,Female,Jawa Tengah,Surakarta,2017-12-29,Finance,Financial Analyst,Master,0,Other,19141433,Good,No,1966-09-30,,,,12,
00-98404605,Siti,Yuniar,Female,Yogyakarta,Sleman,2023-06-28,Sales,Sales Specialist,Master,0,Jobstreet,21734252,Good,No,1965-05-26,,,,6,
00-46701305,Jasmani,Wahyudin,Male,Jawa Barat,Tasikmalaya,2020-11-15,Customer Service,Support Specialist,Bachelor,6,Other,7250084,Needs Improvement,Yes,2000-03-16,,,,11,
00-92203497,Pardi,Saputra,Male,Jawa Barat,Bogor,2024-10-21,Customer Service,Support Specialist,Bachelor,0,Job Fair,6836632,Excellent,Yes,1995-07-09,,,,10,
00-15291565,Aris,Nashiruddin,Male,Jawa Barat,Purwakarta,2019-01-11,Operations,Operations Manager,Master,0,LinkedIn,33211909,Satisfactory,No,1981-07-04,,,,1,
00-83433630,Tugiman,Tamba,Male,DKI Jakarta,Jakarta Barat,2017-02-25,Marketing,Content Creator,Bachelor,0,Jobstreet,18335930,Good,No,1971-12-03,,,,2,
00-48183020,Unjani,Mardhiyah,Female,Sulawesi Selatan,Pare-Pare,2018-11-14,Sales,Sales Representative,Bachelor,10,LinkedIn,6547539,Needs Improvement,No,1982-12-30,,,,11,
00-94160250,Diah,Hasanah,Female,Jawa Timur,Blitar,2024-06-02,Operations,Inventory Specialist,High School,18,Jobstreet,5832851,Satisfactory,No,1985-05-13,,,,6,
00-66001691,Slamet,Halim,Male,Sumatera Utara,Medan,2024-01-21,Customer Service,Customer Service Representative,High School,0,Other,5096931,Excellent,No,1993-11-23,,,,1,
00-40996944,Makuta,Thamrin,Male,Jawa Tengah,Magelang,2024-01-23,Sales,Sales Specialist,Master,0,Indeed,15277758,Good,No,1978-03-23,,,,1,
00-70300178,Cinta,Puspasari,Female,Jawa Tengah,Semarang,2017-12-24,Operations,Logistics Coordinator,Bachelor,0,Company Website,12682854,Good,Yes,1996-02-14,,,,12,
00-15195631,Febi,Anggraini,Female,DKI Jakarta,Jakarta Barat,2023-05-02,Operations,Inventory Specialist,Bachelor,0,Indeed,4801923,Good,No,1981-04-25,,,,5,
00-44110350,Muni,Manullang,Male,Jawa Barat,Bekasi,2019-11-23,IT,Software Developer,Bachelor,7,LinkedIn,33313715,Satisfactory,Yes,2000-09-10,,,,11,
00-40765501,Ella,Riyanti,Female,Bali,Kuta,2015-07-07,Customer Service,Support Specialist,High School,0,Company Website,5615374,Good,No,2003-10-13,,,,7,
00-63281778,Salwa,Susanti,Female,Sumatera Utara,Tebing Tinggi,2015-06-01,Sales,Sales Consultant,Master,0,Jobstreet,25034906,Satisfactory,No,1983-07-07,,,,6,
00-46726628,Salwa,Handayani,Female,Sulawesi Selatan,Pare-Pare,2020-01-24,Sales,Sales Representative,Bachelor,0,Company Website,10496597,Good,Yes,1989-01-27,,,,1,
00-12193574,Rudi,Wibowo,Male,Kalimantan Timur,Samarinda,2020-07-02,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,16019706,Satisfactory,No,1995-07-27,,,,7,
00-95901983,Titi,Pudjiastuti,Female,Jawa Timur,Blitar,2023-01-31,Customer Service,Help Desk Technician,High School,12,LinkedIn,4664285,Good,No,1979-09-14,,,,1,
00-16871369,Maimunah,Fujiati,Female,DKI Jakarta,Jakarta Barat,2020-04-10,IT,System Administrator,Bachelor,0,Indeed,16327594,Satisfactory,Yes,2003-03-11,,,,4,
00-81684347,Dalimin,Situmorang,Male,Jawa Barat,Tasikmalaya,2022-07-03,Operations,Logistics Coordinator,Bachelor,10,LinkedIn,15388133,Satisfactory,Yes,1989-06-05,,,,7,
00-25552030,Ellis,Agustina,Female,Lampung,Bandar Lampung,2023-04-24,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,13467874,Good,No,1982-02-14,,,,4,
00-54102252,Putri,Rahmawati,Female,Kalimantan Timur,Balikpapan,2017-02-12,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,4533044,Satisfactory,No,1963-09-21,,,,2,
00-11907415,Jaka,Suryono,Male,Jawa Barat,Purwakarta,2022-11-01,Marketing,Content Creator,Bachelor,0,Jobstreet,16911220,Good,No,1976-02-22,,,,11,
00-96817795,Bakianto,Suryono,Male,Jawa Timur,Madura,2017-12-05,Customer Service,Support Specialist,High School,10,Jobstreet,5991546,Satisfactory,No,1977-10-29,,,,12,
00-23349287,Bakidin,Hakim,Male,Jawa Timur,Surabaya,2016-12-01,Sales,Sales Representative,Bachelor,0,Job Fair,18438208,Satisfactory,No,1976-02-15,,,,12,
00-44654107,Cemplunk,Utama,Male,Jawa Barat,Bekasi,2017-02-01,Sales,Sales Specialist,Master,0,Jobstreet,13732127,Good,No,1982-07-15,,,,2,
00-44506369,Jamalia,Anggraini,Female,Jawa Tengah,Surakarta,2019-10-07,Customer Service,Help Desk Technician,High School,15,Job Fair,4915942,Needs Improvement,No,1963-10-15,,,,10,
00-31999265,Winda,Andriani,Female,DKI Jakarta,Jakarta Pusat,2018-03-21,Operations,Inventory Specialist,Bachelor,0,Indeed,6298143,Satisfactory,Yes,1996-03-09,,,,3,
00-82788896,Kasiyah,Yuniar,Female,DKI Jakarta,Jakarta Timur,2022-01-30,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,12813886,Good,No,1983-08-14,,,,1,
00-20230849,Tari,Nasyiah,Female,Jawa Timur,Surabaya,2024-04-22,Sales,Sales Specialist,Master,0,Other,15495114,Good,No,1992-04-06,,,,4,
00-10446705,Maman,Sinaga,Male,Jawa Tengah,Semarang,2024-12-10,Sales,Sales Specialist,Master,0,LinkedIn,15026530,Good,No,1988-09-26,,,,12,
00-46245645,Saka,Kuswoyo,Male,DKI Jakarta,Jakarta Timur,2024-09-29,Operations,Inventory Specialist,High School,0,Jobstreet,6963111,Good,Yes,1973-10-13,,,,9,
00-70571332,Okto,Haryanto,Male,Jawa Timur,Surabaya,2018-04-24,Customer Service,Support Specialist,Bachelor,9,LinkedIn,5659950,Satisfactory,No,1971-01-09,,,,4,
00-81751708,Harjasa,Thamrin,Male,Bali,Denpasar,2019-04-15,Marketing,Marketing Coordinator,Bachelor,0,Job Fair,11684811,Satisfactory,No,1981-10-18,,,,4,
00-99657224,Estiawan,Hidayat,Male,Jawa Tengah,Magelang,2021-07-25,IT,IT Support Specialist,Bachelor,0,Jobstreet,4938762,Good,No,1998-09-07,,,,7,
00-22352071,Hendri,Kusumo,Male,Jawa Timur,Madiun,2018-11-01,Sales,Sales Consultant,Bachelor,0,Jobstreet,17442133,Good,No,1998-06-02,,,,11,
00-35407437,Empluk,Januar,Male,Yogyakarta,Sleman,2020-03-05,Sales,Sales Specialist,Bachelor,6,Jobstreet,21341612,Excellent,Yes,1973-08-11,,,,3,
00-12446459,Ida,Palastri,Female,Banten,Cilegon,2024-09-11,Finance,Financial Analyst,PhD,0,Other,27278299,Good,Yes,1983-10-15,,,,9,
00-21599659,Hani,Haryanti,Female,Jawa Tengah,Magelang,2024-06-27,Operations,Inventory Specialist,Bachelor,0,LinkedIn,4330166,Satisfactory,Yes,1985-06-02,,,,6,
00-55916044,Ratna,Riyanti,Female,Sulawesi Selatan,Pare-Pare,2017-05-07,Operations,Inventory Specialist,High School,16,Company Website,9441268,Good,Yes,1973-02-17,,,,5,
00-36061115,Syahrini,Wulandari,Female,Sulawesi Selatan,Gowa,2019-06-13,IT,IT Support Specialist,Bachelor,0,Jobstreet,7697750,Satisfactory,Yes,1974-08-11,,,,6,
00-13998226,Laswi,Siregar,Male,Sumatera Utara,Tebing Tinggi,2018-10-30,Operations,Logistics Coordinator,Bachelor,12,LinkedIn,9142438,Needs Improvement,Yes,1977-04-27,,,,10,
00-68035954,Ani,Sudiati,Female,DKI Jakarta,Jakarta Timur,2016-02-26,IT,Software Developer,Master,0,Indeed,23238219,Satisfactory,No,1978-03-03,,,,2,
00-64017185,Kairav,Jailani,Male,Banten,Cilegon,2017-12-28,Operations,Logistics Coordinator,Bachelor,0,Company Website,15013182,Satisfactory,No,1982-06-15,,,,12,
00-95562356,Maya,Rahmawati,Female,Banten,Cilegon,2019-08-24,Customer Service,Help Desk Technician,High School,0,LinkedIn,4316799,Good,No,1968-08-03,,,,8,
00-18979241,Sabrina,Puspita,Female,Jawa Timur,Blitar,2024-03-16,Sales,Sales Specialist,Bachelor,0,Other,11515650,Good,No,1994-08-04,,,,3,
00-98184498,Tira,Widiastuti,Female,Bali,Ubud,2024-07-20,IT,IT Support Specialist,Bachelor,0,Other,7025989,Good,No,1994-05-04,,,,7,
00-71452014,Paiman,Widodo,Male,Jawa Barat,Purwakarta,2018-04-08,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,15535305,Good,No,1987-06-02,,,,4,
00-36724504,Oliva,Maryati,Female,Jawa Timur,Blitar,2023-04-04,IT,Software Developer,Bachelor,0,LinkedIn,27850950,Good,No,2003-12-20,,,,4,
00-35243741,Nadia,Palastri,Female,Banten,Serang,2015-01-12,Operations,Logistics Coordinator,Bachelor,0,Company Website,6081200,Satisfactory,No,1991-10-28,,,,1,
00-99198449,Calista,Wulandari,Female,Bali,Kuta,2024-08-28,Customer Service,Help Desk Technician,High School,12,Other,5966321,Satisfactory,No,1999-05-26,,,,8,
00-65771986,Fitria,Yulianti,Female,Bali,Kuta,2022-02-20,Operations,Inventory Specialist,High School,17,Company Website,5965306,Good,Yes,1982-10-12,,,,2,
00-72207404,Rini,Permata,Female,Kalimantan Timur,Balikpapan,2016-05-15,Customer Service,Support Specialist,Bachelor,0,Job Fair,6841422,Satisfactory,Yes,1961-05-20,,,,5,
00-79862230,Keisha,Astuti,Female,Sumatera Utara,Binjai,2020-04-27,Operations,Operations Analyst,Master,0,Indeed,18589239,Satisfactory,Yes,2001-06-17,,,,4,
00-28222781,Bala,Sihotang,Male,Jawa Timur,Surabaya,2019-05-11,Sales,Sales Specialist,Bachelor,5,LinkedIn,12520341,Good,No,1973-04-30,,,,5,
00-55728427,Umay,Ardianto,Male,Banten,Cilegon,2016-02-27,IT,Software Developer,Bachelor,0,Indeed,18095119,Excellent,No,1993-05-18,,,,2,
00-95641687,Jaswadi,Marbun,Male,Jawa Barat,Depok,2018-05-03,Customer Service,Support Specialist,High School,0,Other,6910197,Good,No,2000-11-01,,,,5,
00-67128515,Unggul,Hardiansyah,Male,DKI Jakarta,Jakarta Timur,2017-03-10,Operations,Inventory Specialist,Bachelor,7,Other,5953475,Good,No,1999-02-18,,,,3,
00-50292848,Gatot,Mangunsong,Male,Kalimantan Timur,Samarinda,2022-03-01,Operations,Operations Analyst,Master,0,Jobstreet,10598338,Satisfactory,No,2002-07-06,,,,3,
00-44665942,Puji,Mayasari,Female,Jawa Barat,Bogor,2023-10-01,IT,Software Developer,Bachelor,0,Indeed,21735295,Good,Yes,1960-08-18,,,,10,
00-55626134,Maida,Yuniar,Female,Jawa Tengah,Magelang,2023-08-05,Operations,Logistics Coordinator,Bachelor,15,LinkedIn,5160483,Good,No,1988-11-20,,,,8,
00-58826428,Talia,Usamah,Female,Jawa Tengah,Surakarta,2016-09-23,Sales,Sales Consultant,Bachelor,0,LinkedIn,22047194,Satisfactory,No,2003-07-13,,,,9,
00-50241177,Jasmani,Maheswara,Male,Jawa Barat,Bekasi,2019-04-02,Marketing,Marketing Manager,PhD,0,Other,31707252,Good,No,1978-10-22,,,,4,
00-53990376,Hardi,Salahudin,Male,Jawa Timur,Madiun,2017-05-03,Operations,Operations Analyst,Master,0,Other,19693162,Excellent,Yes,2000-02-19,,,,5,
00-28444834,Mustika,Pangestu,Male,Jawa Timur,Surabaya,2024-04-19,Sales,Sales Specialist,Bachelor,0,Jobstreet,21589359,Satisfactory,No,1985-01-04,,,,4,
00-23438230,Gina,Widiastuti,Female,Jawa Timur,Blitar,2018-02-09,Sales,Sales Representative,Bachelor,0,Jobstreet,7962463,Satisfactory,Yes,1994-02-24,,,,2,
00-54799885,Irsad,Wibisono,Male,Kalimantan Timur,Balikpapan,2018-04-09,Sales,Sales Representative,Bachelor,0,Job Fair,15776691,Good,No,1971-01-16,,,,4,
00-87364623,Ratih,Susanti,Female,Jawa Timur,Madiun,2017-08-04,Sales,Sales Consultant,Master,0,Job Fair,19031993,Excellent,No,1970-05-03,,,,8,
00-16587232,Carub,Rajasa,Male,Jawa Tengah,Magelang,2017-03-02,Finance,Financial Analyst,PhD,0,LinkedIn,26255532,Satisfactory,Yes,1979-10-16,,,,3,
00-82652905,Eja,Salahudin,Male,Jawa Timur,Madiun,2024-12-18,IT,Software Developer,Master,0,Other,17550640,Satisfactory,No,1989-04-07,,,,12,
00-83677009,Wardaya,Saptono,Male,DKI Jakarta,Jakarta Barat,2024-03-13,Customer Service,Help Desk Technician,High School,0,Job Fair,5975652,Good,No,1978-10-12,,,,3,
00-49890367,Qori,Laksmiwati,Female,Jawa Barat,Purwakarta,2023-02-17,Marketing,Content Creator,Bachelor,0,LinkedIn,7872608,Satisfactory,No,1985-08-02,,,,2,
00-23480253,Juli,Farida,Female,Banten,Cilegon,2023-12-20,Operations,Logistics Coordinator,Bachelor,10,Company Website,6782352,Good,Yes,1999-03-31,,,,12,
00-66394418,Ira,Laksita,Female,Jawa Tengah,Magelang,2016-10-19,IT,IT Support Specialist,High School,0,LinkedIn,6518017,Good,Yes,1975-07-04,,,,10,
00-16986498,Jagapati,Napitupulu,Male,Jawa Timur,Madura,2017-03-02,Customer Service,Help Desk Technician,High School,10,Company Website,5848125,Good,No,1987-11-17,,,,3,
00-10538139,Abyasa,Sitompul,Male,Sumatera Utara,Tebing Tinggi,2016-02-23,Sales,Sales Representative,Bachelor,0,LinkedIn,14504669,Good,No,1987-07-20,,,,2,
00-72978060,Tasdik,Irawan,Male,Bali,Ubud,2023-04-20,Customer Service,Customer Service Representative,High School,0,LinkedIn,8107527,Satisfactory,No,1988-02-20,,,,4,
