"employee_id","first_name","last_name","gender","province","city","hiredate","department","job_title","education_level","absences","recruitment_source","salary","performance_rating","overtime","birthdate","termdate","termination_reason"
"00-39850909",Maryadi,Najmudin,Male,Jawa Barat,Bekasi,2023-10-06,Sales,Sales Consultant,Bachelor,0,Company Website,22588745,Satisfactory,No,1988-07-07,,
"00-87000815",Mila,Halimah,Female,Bali,Ubud,2023-02-07,Sales,Sales Representative,Bachelor,13,LinkedIn,10673661,Good,No,1980-05-19,,
"00-15376584",Prabu,Sitompul,Male,Jawa Barat,Bekasi,2024-03-27,Customer Service,Support Specialist,High School,0,Other,7177974,Good,No,1987-03-21,,
"00-77674770",Ade,Narpati,Male,Jawa Barat,Bekasi,2015-05-18,Customer Service,Help Desk Technician,High School,0,Jobstreet,6601999,Good,Yes,1984-07-13,,
"00-74326441",Radit,Simanjuntak,Male,Sulawesi Selatan,Pare-Pare,2023-11-07,Sales,Sales Representative,Bachelor,7,Job Fair,8337625,Satisfactory,No,1971-09-05,,
"00-23153230",Icha,Wulandari,Female,Jawa Barat,Bogor,2019-05-26,Operations,Operations Manager,Bachelor,0,Jobstreet,34028329,Satisfactory,No,1966-02-04,,
"00-84958851",Nardi,Habibi,Male,Jawa Barat,Bekasi,2022-01-18,IT,Software Developer,Master,0,LinkedIn,17252753,Good,No,1971-11-21,,
"00-64575354",Eli,Wijayanti,Female,Banten,Serang,2024-02-24,Operations,Logistics Coordinator,Bachelor,11,Company Website,15021515,Satisfactory,No,1992-01-16,,
"00-49700319",Yuni,Safitri,Female,Jawa Barat,Bekasi,2017-02-11,Operations,Logistics Coordinator,Bachelor,0,Job Fair,8567188,Satisfactory,No,1999-01-31,,
"00-74395377",Dodo,Samosir,Male,Jawa Barat,Bekasi,2022-03-18,HR,HR Coordinator,Bachelor,0,Job Fair,19365190,Satisfactory,Yes,2000-06-05,,
"00-71643898",Fitriani,Kusmawati,Female,Jakarta,Jakarta Barat,2023-12-28,Operations,Logistics Coordinator,Bachelor,0,Indeed,14585411,Satisfactory,No,1999-08-01,,
"00-13276720",Zulaikha,Suryatmi,Female,Jawa Barat,Bandung,2024-03-24,Finance,Accounts Payable Specialist,Bachelor,0,Jobstreet,11264604,Good,No,1991-07-22,,
"00-28605786",Michelle,Melani,Female,Jakarta,Jakarta Timur,2023-10-06,Operations,Inventory Specialist,High School,0,Other,8579813,Satisfactory,No,1979-10-15,,
"00-59716992",Jessica,Hastuti,Female,Jakarta,Jakarta Barat,2021-10-22,Finance,Financial Analyst,Master,0,Jobstreet,24620801,Good,No,1999-04-20,,
"00-10183025",Heryanto,Damanik,Male,Jawa Barat,Bogor,2023-12-26,Operations,Operations Analyst,Bachelor,5,Company Website,18710767,Good,Yes,1965-08-03,,
"00-54681905",Siska,Kusmawati,Female,Jawa Barat,Bogor,2020-10-26,Customer Service,Help Desk Technician,High School,0,LinkedIn,6309132,Good,No,1988-03-09,,
"00-46210517",Mila,Yuniar,Female,Jawa Barat,Bekasi,2022-09-13,HR,Recruiter,Bachelor,0,LinkedIn,11373950,Satisfactory,No,1986-06-08,,
"00-87205978",Rini,Widiastuti,Female,Sulawesi Selatan,Gowa,2023-02-22,Sales,Sales Specialist,PhD,0,Other,18274394,Needs Improvement,No,1973-08-11,,
"00-93276088",Najwa,Agustina,Female,Sumatera Utara,Medan,2023-07-25,Operations,Inventory Specialist,Bachelor,0,Indeed,9300993,Excellent,Yes,1975-01-20,,
"00-79086760",Unjani,Farida,Female,Jawa Barat,Bekasi,2024-08-02,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,11279160,Excellent,Yes,1995-07-18,,
"00-16920612",Warji,Pratama,Male,Jawa Barat,Bandung,2016-11-21,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,8425809,Satisfactory,No,1990-10-09,,
"00-93098685",Restu,Yolanda,Female,Bali,Ubud,2015-12-25,Operations,Inventory Specialist,Bachelor,0,Other,4663679,Needs Improvement,No,1999-12-27,,
"00-96996261",Oni,Mardhiyah,Female,Sumatera Utara,Tebing Tinggi,2020-09-25,Operations,Logistics Coordinator,Bachelor,0,Company Website,9352978,Good,Yes,1960-08-23,,
"00-37476059",Labuh,Irawan,Male,Jawa Barat,Bekasi,2017-10-11,Sales,Sales Representative,Bachelor,0,Other,13000508,Satisfactory,No,1990-07-11,,
"00-82428426",Rahman,Haryanto,Male,Jawa Barat,Bogor,2016-02-10,IT,IT Support Specialist,High School,0,LinkedIn,7448421,Needs Improvement,Yes,1980-02-05,,
"00-87862305",Harsanto,Sitompul,Male,Jawa Barat,Bandung,2023-08-22,Operations,Inventory Specialist,Bachelor,0,Job Fair,9020692,Satisfactory,Yes,1985-02-10,,
"00-40257672",Rachel,Permata,Female,Jawa Barat,Bogor,2018-07-15,Customer Service,Support Specialist,High School,0,Indeed,7058333,Satisfactory,No,1972-01-02,,
"00-66764586",Teguh,Nababan,Male,Banten,Serang,2017-06-12,Marketing,Content Creator,High School,0,LinkedIn,16793190,Needs Improvement,No,1988-12-18,,
"00-56335527",Rachel,Nasyiah,Female,Jawa Barat,Bekasi,2019-04-17,Operations,Inventory Specialist,Bachelor,0,LinkedIn,8344040,Good,No,1991-04-27,,
"00-26469781",Lala,Padmasari,Female,Jawa Barat,Bandung,2019-04-25,IT,IT Support Specialist,Bachelor,0,Indeed,5281995,Good,No,1970-10-21,,
"00-81518649",Jabal,Waskita,Male,Jawa Barat,Bogor,2023-02-21,Customer Service,Support Specialist,Bachelor,11,LinkedIn,5503796,Good,No,1999-09-17,,
"00-59411699",Cahyo,Putra,Male,Jawa Barat,Bandung,2023-08-22,HR,HR Assistant,Bachelor,0,Jobstreet,8389934,Good,No,1994-09-21,,
"00-18808386",Naradi,Wahyudin,Male,Jawa Barat,Bandung,2017-07-18,Finance,Financial Analyst,PhD,0,Other,19067118,Good,Yes,1986-06-15,,
"00-20760289",Eja,Tampubolon,Male,Jawa Timur,Blitar,2019-08-01,Sales,Sales Consultant,PhD,0,Company Website,27023581,Good,No,1973-01-04,,
"00-20327693",Satya,Manullang,Male,Jawa Barat,Bekasi,2016-10-03,Sales,Sales Representative,Bachelor,0,Other,13106095,Good,No,2002-08-07,,
"00-29858055",Okto,Saefullah,Male,Bali,Ubud,2020-09-02,Operations,Inventory Specialist,Bachelor,13,Other,9446206,Excellent,Yes,1985-06-23,,
"00-94191586",Gasti,Mulyani,Female,Bali,Ubud,2015-03-23,IT,IT Support Specialist,Bachelor,8,Company Website,4654264,Good,Yes,1998-06-27,,
"00-82670169",Leo,Tamba,Male,Jawa Barat,Bogor,2024-04-22,Customer Service,Help Desk Technician,Bachelor,0,Job Fair,7063079,Excellent,No,1993-07-06,,
"00-66388890",Mahfud,Natsir,Male,Jawa Barat,Bekasi,2019-12-24,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,16740226,Satisfactory,No,1962-12-25,,
"00-49126722",Muni,Haryanto,Male,Jawa Barat,Bekasi,2017-10-03,IT,System Administrator,Master,9,Indeed,13477574,Good,No,1988-05-23,,
"00-41182544",Sadina,Mardhiyah,Female,Jawa Tengah,Solo,2023-07-15,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,6834798,Satisfactory,No,1988-09-02,,
"00-55080697",Kemba,Situmorang,Male,Jawa Tengah,Semarang,2019-09-05,IT,IT Manager,PhD,0,Job Fair,30748972,Satisfactory,No,1989-02-25,,
"00-96711527",Gaman,Thamrin,Male,Jawa Barat,Bandung,2023-02-14,Finance,Finance Manager,Master,0,Company Website,60869376,Good,Yes,1994-04-20,,
"00-99369591",Vanya,Rahayu,Female,Jawa Barat,Bandung,2022-08-07,Operations,Logistics Coordinator,Bachelor,11,Jobstreet,4944639,Excellent,No,2000-02-01,,
"00-71472671",Natalia,Oktaviani,Female,Banten,Tangerang,2018-09-19,Operations,Operations Analyst,Bachelor,0,Other,16839073,Excellent,No,1967-12-10,,
"00-51137063",Pangeran,Santoso,Male,Jawa Barat,Bandung,2017-04-22,Marketing,Marketing Coordinator,Bachelor,10,Other,10097263,Good,Yes,1979-03-20,,
"00-74994010",Tomi,Prabowo,Male,Jawa Barat,Bandung,2018-11-10,Customer Service,Customer Service Representative,High School,17,LinkedIn,10111540,Needs Improvement,No,1993-06-01,,
"00-16351040",Adinata,Rajata,Male,Sumatera Utara,Medan,2017-02-11,Operations,Inventory Specialist,High School,0,Other,8500455,Excellent,Yes,1992-10-02,,
"00-32328873",Ajiono,Nainggolan,Male,Jawa Barat,Bandung,2021-02-26,Customer Service,Support Specialist,High School,12,Jobstreet,7762224,Needs Improvement,No,1967-10-25,,
"00-81848989",Asmadi,Sitorus,Male,Jawa Barat,Bekasi,2017-01-22,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,5173441,Good,No,1985-09-02,,
"00-99436783",Farah,Pudjiastuti,Female,Jawa Barat,Bogor,2023-10-19,Customer Service,Support Specialist,Bachelor,0,Indeed,4323215,Needs Improvement,Yes,2003-04-08,,
"00-25692379",Panji,Hutapea,Male,Jawa Barat,Bekasi,2015-04-22,Operations,Inventory Specialist,High School,0,Jobstreet,5837151,Satisfactory,No,1996-10-27,,
"00-26974987",Mahmud,Mahendra,Male,Jawa Barat,Bekasi,2019-02-26,Sales,Sales Manager,Master,4,Other,29243666,Good,No,2002-12-13,,
"00-37535486",Salman,Dabukke,Male,Jawa Barat,Bandung,2020-09-25,Operations,Operations Analyst,Master,0,Indeed,11578075,Satisfactory,No,1959-10-20,,
"00-52539471",Violet,Purwanti,Female,Jawa Barat,Bandung,2024-03-20,Marketing,Content Creator,Bachelor,15,LinkedIn,10247812,Good,No,1974-06-03,,
"00-70187134",Parman,Saputra,Male,Jakarta,Jakarta Timur,2020-01-13,Finance,Financial Analyst,Bachelor,0,LinkedIn,29838904,Good,Yes,1963-11-23,,
"00-50474667",Gatot,Wasita,Male,Banten,Cilegon,2016-06-24,Customer Service,Support Specialist,High School,0,Company Website,5340134,Good,No,1986-09-29,,
"00-77030603",Baktiono,Samosir,Male,Jawa Barat,Bandung,2022-12-04,Operations,Operations Analyst,Master,0,Jobstreet,10620873,Good,No,1998-12-18,,
"00-30945115",Samiah,Novitasari,Female,Jakarta,Jakarta Timur,2015-10-16,IT,IT Support Specialist,High School,0,Jobstreet,6678466,Satisfactory,Yes,1981-11-17,,
"00-78103287",Marsudi,Setiawan,Male,Banten,Cilegon,2018-06-01,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8655476,Good,No,1990-11-04,,
"00-73607213",Dasa,Rajasa,Male,Jawa Barat,Bekasi,2023-11-01,IT,IT Support Specialist,Bachelor,0,Indeed,6443449,Satisfactory,Yes,1970-12-06,,
"00-29741209",Wulan,Puspita,Female,Jawa Barat,Bandung,2023-09-27,IT,Software Developer,Master,0,LinkedIn,17454034,Good,No,1996-05-17,,
"00-55457454",Salwa,Farida,Female,Jawa Barat,Bogor,2022-12-26,Customer Service,Customer Service Representative,Bachelor,6,Other,8601114,Satisfactory,No,1988-04-30,,
"00-15379569",Harjaya,Nababan,Male,Jawa Barat,Bogor,2017-06-11,Sales,Sales Specialist,PhD,0,Jobstreet,16295439,Good,No,1971-08-18,,
"00-51350093",Yahya,Wijaya,Male,Banten,Tangerang,2015-09-24,IT,Software Developer,Master,0,LinkedIn,22113081,Good,No,1975-08-04,,
"00-39576862",Iriana,Farida,Female,Jawa Barat,Bekasi,2019-01-06,Sales,Sales Specialist,PhD,0,Jobstreet,15899402,Good,No,1963-09-26,,
"00-17386489",Uli,Namaga,Female,Sumatera Utara,Binjai,2021-03-20,Customer Service,Help Desk Technician,Bachelor,0,Jobstreet,6276514,Needs Improvement,Yes,1984-12-18,,
"00-80656754",Lukman,Wibisono,Male,Jawa Barat,Bogor,2017-12-01,Marketing,Marketing Manager,Bachelor,0,Other,28275483,Excellent,No,1986-12-30,,
"00-13026428",Maimunah,Novitasari,Female,Jawa Timur,Surabaya,2016-12-19,Sales,Sales Specialist,Master,10,Indeed,14473733,Satisfactory,No,1977-04-15,,
"00-21727533",Siska,Rahimah,Female,Jawa Barat,Bogor,2024-10-20,IT,Software Developer,Bachelor,0,LinkedIn,29971626,Good,No,1994-10-30,,
"00-75829146",Lanjar,Saputra,Male,Jawa Barat,Bandung,2018-10-14,IT,Software Developer,Master,0,Indeed,19338727,Good,No,1987-03-14,,
"00-17522583",Luhung,Januar,Male,Jawa Barat,Bekasi,2023-10-29,Marketing,Content Creator,Bachelor,10,Other,13666815,Good,No,1989-07-08,,
"00-29856967",Olga,Kuswoyo,Male,Jawa Barat,Bekasi,2022-04-25,Operations,Logistics Coordinator,Bachelor,5,Company Website,7352752,Good,Yes,1990-03-30,,
"00-61823158",Melinda,Mardhiyah,Female,Jawa Barat,Bogor,2018-09-23,Operations,Operations Analyst,Master,0,LinkedIn,22376750,Needs Improvement,No,1992-01-28,,
"00-57158074",Bahuraksa,Iswahyudi,Male,Jawa Barat,Bandung,2018-03-09,Marketing,Content Creator,High School,0,Jobstreet,9537855,Good,No,1976-12-02,,
"00-85300576",Unjani,Winarsih,Female,Jawa Barat,Bekasi,2016-02-16,IT,Software Developer,Bachelor,7,Other,19852480,Satisfactory,No,1977-07-07,,
"00-65782199",Keisha,Fujiati,Female,Jawa Barat,Bandung,2023-06-16,Operations,Operations Analyst,Bachelor,0,Company Website,21375718,Excellent,No,1985-12-15,,
"00-66885794",Estiawan,Setiawan,Male,Jawa Barat,Bogor,2022-04-13,Customer Service,Support Specialist,High School,19,LinkedIn,5873295,Satisfactory,No,1981-01-03,,
"00-88809974",Diah,Lailasari,Female,Jawa Barat,Bandung,2020-08-14,Marketing,SEO Specialist,Bachelor,0,Jobstreet,19727471,Satisfactory,No,1971-03-13,,
"00-50698994",Slamet,Mahendra,Male,Jawa Barat,Bogor,2019-01-03,Finance,Financial Analyst,Master,0,Job Fair,25656873,Good,Yes,1995-12-07,,
"00-18873909",Gamblang,Pradipta,Male,Jawa Barat,Bekasi,2024-10-02,Sales,Sales Specialist,PhD,0,LinkedIn,18943626,Satisfactory,No,1985-05-23,,
"00-60435319",Waluyo,Hutagalung,Male,Jawa Barat,Bogor,2016-01-16,Customer Service,Help Desk Technician,High School,11,Job Fair,5648919,Satisfactory,No,1961-01-04,,
"00-46685578",Eva,Permata,Female,Sumatera Utara,Binjai,2019-08-20,Sales,Sales Consultant,Bachelor,0,Indeed,22706216,Satisfactory,No,2003-01-25,,
"00-86224438",Anastasia,Pratiwi,Female,Sulawesi Selatan,Gowa,2022-07-10,Sales,Sales Specialist,Master,0,LinkedIn,16738676,Satisfactory,No,1968-01-18,,
"00-34965358",Widya,Rahayu,Female,Jawa Barat,Bandung,2023-01-29,HR,HR Coordinator,Bachelor,9,Jobstreet,20824697,Good,No,1963-05-11,,
"00-75845287",Purwanto,Thamrin,Male,Jawa Barat,Bekasi,2015-05-04,Operations,Operations Manager,Bachelor,0,Jobstreet,27952335,Satisfactory,No,1981-03-23,,
"00-88545322",Paramita,Novitasari,Female,Jawa Barat,Bogor,2018-03-13,Customer Service,Help Desk Technician,High School,20,LinkedIn,5578624,Excellent,No,1979-06-03,,
"00-72203452",Karma,Firmansyah,Male,Sumatera Utara,Medan,2017-11-02,Sales,Sales Representative,Bachelor,0,Jobstreet,6529113,Good,No,1969-12-17,,
"00-45255913",Ophelia,Lailasari,Female,Jawa Barat,Bandung,2018-06-11,Operations,Inventory Specialist,Bachelor,8,Company Website,6029393,Good,Yes,1989-01-13,,
"00-95437748",Kenari,Santoso,Male,Jawa Barat,Bekasi,2019-06-06,Sales,Sales Specialist,PhD,0,Other,13293792,Good,Yes,1977-08-30,,
"00-48612968",Bakiman,Natsir,Male,Jawa Barat,Bogor,2019-03-27,IT,Software Developer,Bachelor,0,LinkedIn,20200464,Excellent,No,2004-07-29,,
"00-96541691",Tasdik,Kurniawan,Male,Jakarta,Jakarta Barat,2017-09-15,Operations,Logistics Coordinator,Bachelor,12,Jobstreet,9611440,Good,Yes,1981-04-04,,
"00-47207440",Gamblang,Marbun,Male,Jawa Barat,Bekasi,2020-05-20,Operations,Operations Analyst,Bachelor,0,Indeed,21010929,Excellent,No,1972-10-31,,
"00-58554539",Emil,Kurniawan,Male,Jawa Barat,Bandung,2020-10-19,Sales,Sales Representative,Bachelor,0,Company Website,10426015,Excellent,No,1981-02-16,,
"00-44616300",Raina,Wastuti,Female,Sumatera Utara,Binjai,2021-07-04,Operations,Operations Analyst,Master,0,Other,13081890,Good,Yes,1999-03-03,,
"00-26050250",Putri,Andriani,Female,Jawa Barat,Bandung,2018-02-14,Operations,Inventory Specialist,High School,0,Company Website,8004653,Good,No,1966-02-23,,
"00-12354860",Mulyono,Natsir,Male,Jawa Barat,Bandung,2023-06-23,IT,Software Developer,Master,0,Indeed,27747673,Good,No,2003-12-04,,
"00-17853132",Dimas,Sinaga,Male,Jawa Barat,Bekasi,2017-08-27,Sales,Sales Consultant,Bachelor,10,Jobstreet,27891474,Satisfactory,No,1996-03-30,,
"00-28186152",Vega,Saragih,Male,Jawa Barat,Bandung,2018-04-05,Finance,Accountant,Bachelor,0,LinkedIn,17444298,Satisfactory,Yes,1970-03-20,,
"00-58474537",Yusuf,Damanik,Male,Jawa Barat,Bandung,2019-09-23,Operations,Inventory Specialist,Bachelor,0,LinkedIn,10245936,Good,No,1978-03-13,,
"00-48903840",Timbul,Marpaung,Male,Banten,Serang,2017-05-29,Operations,Operations Analyst,Bachelor,0,Jobstreet,14848981,Satisfactory,Yes,1993-04-14,,
"00-78969993",Vinsen,Widodo,Male,Jakarta,Jakarta Pusat,2017-02-14,Customer Service,Help Desk Technician,High School,19,LinkedIn,5141980,Good,Yes,1997-05-24,,
"00-22684736",Harsana,Mahendra,Male,Jawa Barat,Bogor,2020-07-28,IT,Software Developer,Master,7,Jobstreet,23387244,Needs Improvement,Yes,1971-07-12,,
"00-53299559",Nyoman,Megantara,Male,Jawa Barat,Bogor,2023-01-10,Operations,Inventory Specialist,High School,0,LinkedIn,7313787,Good,Yes,1973-03-17,,
"00-50409241",Viktor,Rajata,Male,Jawa Barat,Bandung,2017-11-16,Marketing,SEO Specialist,Bachelor,12,Jobstreet,22477542,Good,No,2001-07-22,,
"00-58656970",Vera,Rahimah,Female,Jawa Barat,Bogor,2016-07-18,Operations,Inventory Specialist,Bachelor,0,Job Fair,6476374,Good,No,1985-11-29,,
"00-29289438",Rangga,Rajasa,Male,Jawa Barat,Bandung,2015-06-23,Sales,Sales Representative,Bachelor,0,Other,14436326,Good,Yes,1981-08-14,,
"00-60065117",Jinawi,Damanik,Male,Jawa Barat,Bogor,2023-04-26,Finance,Financial Analyst,Master,0,Company Website,23611594,Satisfactory,No,1978-08-04,,
"00-31881401",Usman,Simbolon,Male,Jawa Barat,Bogor,2016-03-15,Operations,Inventory Specialist,High School,20,Jobstreet,5884687,Satisfactory,No,1991-04-05,,
"00-39677351",Galur,Rajasa,Male,Sumatera Utara,Medan,2023-02-01,Operations,Inventory Specialist,High School,0,Company Website,7536896,Good,Yes,1981-10-07,,
"00-80551927",Warta,Hardiansyah,Male,Jawa Barat,Bogor,2023-03-07,Sales,Sales Consultant,Bachelor,0,LinkedIn,23358229,Satisfactory,No,1989-07-22,,
"00-25296356",Vera,Zulaika,Female,Sulawesi Selatan,Makassar,2019-07-27,Customer Service,Customer Service Manager,Bachelor,8,Jobstreet,18619174,Needs Improvement,No,1970-02-25,,
"00-27613681",Adiarja,Sihotang,Male,Jawa Barat,Bogor,2024-01-26,Operations,Operations Analyst,Master,0,Other,19397942,Satisfactory,No,1975-03-14,,
"00-51818682",Danu,Sitorus,Male,Sulawesi Selatan,Pare-Pare,2022-09-02,Marketing,SEO Specialist,Bachelor,8,Company Website,15421999,Good,Yes,1988-08-26,,
"00-69315901",Prayitna,Kurniawan,Male,Jawa Barat,Bekasi,2023-12-02,Marketing,SEO Specialist,Bachelor,0,LinkedIn,23517183,Satisfactory,No,1983-11-01,,
"00-55908520",Silvia,Utami,Female,Jawa Barat,Bekasi,2017-11-21,Customer Service,Customer Service Representative,High School,11,Job Fair,5872692,Needs Improvement,Yes,1992-07-20,,
"00-25917805",Ciaobella,Maryati,Female,Jawa Barat,Bandung,2017-07-28,Sales,Sales Representative,Bachelor,9,LinkedIn,12857575,Satisfactory,No,1995-09-17,,
"00-40410305",Radit,Tampubolon,Male,Sulawesi Selatan,Pare-Pare,2018-12-08,Operations,Inventory Specialist,High School,0,Indeed,8129877,Good,No,1996-09-21,,
"00-20550179",Opung,Wibisono,Male,Sulawesi Selatan,Makassar,2019-06-19,Customer Service,Customer Service Representative,High School,10,Company Website,6248788,Good,No,1990-01-24,,
"00-12524153",Septi,Hartati,Female,Jawa Barat,Bekasi,2023-10-18,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,5074027,Good,No,1986-05-19,,
"00-36353784",Silvia,Lestari,Female,Jawa Barat,Bandung,2016-01-10,Operations,Logistics Coordinator,Bachelor,10,Other,11855965,Needs Improvement,Yes,1970-04-26,,
"00-89614758",Jagaraga,Tamba,Male,Jawa Barat,Bandung,2016-05-08,Finance,Financial Analyst,Master,0,Jobstreet,26046909,Good,Yes,1998-11-28,,
"00-15809144",Aris,Gunawan,Male,Jawa Barat,Bogor,2016-01-29,Operations,Inventory Specialist,High School,15,Other,7544565,Good,Yes,1985-05-02,,
"00-22952493",Anastasia,Mardhiyah,Female,Jawa Barat,Bandung,2023-11-05,HR,HR Coordinator,Bachelor,11,Job Fair,20074550,Satisfactory,No,1996-07-08,,
"00-88866745",Hafshah,Hartati,Female,Jawa Barat,Bandung,2023-08-12,Sales,Sales Manager,Master,0,Indeed,28984405,Excellent,No,2000-12-07,,
"00-57182050",Yuni,Nuraini,Female,Jawa Barat,Bogor,2015-12-20,Sales,Sales Consultant,Bachelor,0,Other,25207273,Good,No,1961-01-07,,
"00-47228730",Eka,Putra,Male,Jawa Barat,Bogor,2024-05-30,Sales,Sales Representative,Bachelor,0,Company Website,16588421,Good,No,1983-02-24,,
"00-31549640",Mila,Susanti,Female,Jawa Barat,Bekasi,2023-06-18,Customer Service,Help Desk Technician,High School,19,LinkedIn,6159649,Good,Yes,1991-03-29,,
"00-42456869",Galih,Anggriawan,Male,Jawa Barat,Bogor,2020-05-31,Customer Service,Support Specialist,Bachelor,0,LinkedIn,7424715,Good,Yes,1971-01-26,,
"00-87595788",Samiah,Kusmawati,Female,Jawa Barat,Bandung,2022-07-27,Operations,Operations Analyst,Bachelor,0,Other,20636364,Needs Improvement,No,1991-03-25,,
"00-35709072",Adiarja,Sinaga,Male,Jawa Barat,Bogor,2024-10-06,Customer Service,Support Specialist,Bachelor,10,Other,7292203,Good,Yes,1990-01-17,,
"00-82091897",Lasmanto,Firmansyah,Male,Bali,Ubud,2015-10-21,IT,Software Developer,Bachelor,0,Job Fair,21421945,Good,Yes,1984-02-22,,
"00-38724658",Uli,Fujiati,Female,Jawa Barat,Bogor,2024-09-29,Customer Service,Support Specialist,High School,19,LinkedIn,7319419,Good,Yes,1988-05-05,,
"00-59185834",Samsul,Firgantoro,Male,Jawa Barat,Bandung,2022-05-19,Sales,Sales Consultant,Master,0,Jobstreet,18615781,Good,Yes,1982-05-23,,
"00-24404851",Wisnu,Ramadan,Male,Jawa Barat,Bekasi,2017-02-11,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,13075451,Satisfactory,No,1987-04-04,,
"00-66920644",Elvin,Wijaya,Male,Sulawesi Selatan,Gowa,2017-09-24,Customer Service,Customer Service Representative,Bachelor,0,Jobstreet,9688181,Good,No,2002-10-27,,
"00-25145863",Ilsa,Haryanti,Female,Jawa Barat,Bandung,2022-04-20,Sales,Sales Specialist,Master,0,Jobstreet,11295473,Good,No,1988-02-06,,
"00-72532267",Vanesa,Usada,Female,Jawa Barat,Bandung,2016-05-28,Finance,Financial Analyst,PhD,0,Other,27083804,Satisfactory,No,1993-11-22,,
"00-58486215",Lala,Aryani,Female,Jawa Barat,Bogor,2022-07-04,Sales,Sales Representative,Bachelor,0,Other,6028142,Excellent,Yes,2000-07-03,,
"00-15450389",Candrakanta,Santoso,Male,Jawa Barat,Bekasi,2016-03-26,Sales,Sales Consultant,Bachelor,0,Jobstreet,22210666,Good,No,1963-03-31,,
"00-61644447",Cahya,Wahyudin,Male,Jawa Barat,Bekasi,2017-06-01,Customer Service,Customer Service Representative,High School,17,Jobstreet,9269214,Satisfactory,No,1979-12-15,,
"00-51876858",Wulan,Purwanti,Female,Jawa Barat,Bogor,2022-09-04,Operations,Inventory Specialist,High School,0,LinkedIn,7376426,Satisfactory,Yes,1981-11-29,,
"00-84345332",Cakrabirawa,Maryadi,Male,Jawa Barat,Bandung,2019-09-21,IT,IT Manager,PhD,0,Jobstreet,32716728,Satisfactory,Yes,1978-09-20,,
"00-19342782",Tirta,Widodo,Male,Jawa Barat,Bogor,2023-12-03,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9032913,Satisfactory,No,1977-12-12,,
"00-59317149",Omar,Sinaga,Male,Jawa Barat,Bekasi,2017-05-25,Finance,Financial Analyst,Master,0,Jobstreet,22603665,Satisfactory,No,1980-10-01,,
"00-24115931",Yusuf,Ardianto,Male,Banten,Cilegon,2019-08-03,Marketing,Content Creator,High School,0,Indeed,10389815,Good,No,1987-10-04,,
"00-21409300",Taufan,Setiawan,Male,Bali,Kuta,2016-02-24,Customer Service,Help Desk Technician,High School,0,Job Fair,6615447,Excellent,No,1985-08-30,,
"00-89263249",Dewi,Fujiati,Female,Jawa Barat,Bekasi,2024-01-02,Operations,Inventory Specialist,Bachelor,0,Jobstreet,6810711,Good,Yes,1994-04-12,,
"00-18685284",Kemal,Salahudin,Male,Sulawesi Selatan,Gowa,2018-06-03,IT,IT Support Specialist,Bachelor,0,LinkedIn,8000879,Needs Improvement,Yes,1964-07-09,,
"00-36878911",Kawaya,Saefullah,Male,Jawa Barat,Bogor,2020-02-03,Marketing,Marketing Coordinator,Bachelor,8,Other,11760314,Excellent,No,1963-07-08,,
"00-41255233",Gaduh,Jailani,Male,Bali,Ubud,2023-10-18,Sales,Sales Manager,PhD,0,Job Fair,23363371,Good,Yes,1986-02-22,,
"00-47382097",Opung,Tarihoran,Male,Jawa Barat,Bandung,2022-05-14,Customer Service,Support Specialist,High School,0,LinkedIn,5057075,Satisfactory,Yes,1994-04-08,,
"00-46637787",Danuja,Putra,Male,Jawa Barat,Bekasi,2022-12-18,Operations,Inventory Specialist,Bachelor,0,LinkedIn,7424848,Good,Yes,1986-03-06,,
"00-57794571",Mariadi,Rajasa,Male,Jawa Barat,Bogor,2019-02-25,IT,Software Developer,Master,0,Jobstreet,25574473,Good,No,1989-09-24,,
"00-75032899",Elisa,Mayasari,Female,Sulawesi Selatan,Makassar,2020-03-26,Sales,Sales Representative,Bachelor,0,LinkedIn,6217154,Excellent,No,2000-03-09,,
"00-71020042",Raisa,Namaga,Female,Jakarta,Jakarta Timur,2016-03-16,IT,IT Support Specialist,Bachelor,6,Jobstreet,6620590,Good,No,1985-03-02,,
"00-76742957",Calista,Mayasari,Female,Jakarta,Jakarta Barat,2017-09-18,Customer Service,Customer Service Manager,PhD,0,LinkedIn,27316884,Excellent,No,1995-07-15,,
"00-23368540",Raharja,Suryono,Male,Jawa Barat,Bogor,2022-11-27,Finance,Accountant,Bachelor,0,Jobstreet,13208477,Excellent,Yes,1980-02-21,,
"00-13590174",Anastasia,Yuliarti,Female,Jawa Barat,Bandung,2024-09-07,Marketing,SEO Specialist,Bachelor,0,LinkedIn,14709529,Good,No,1966-02-26,,
"00-53883276",Kunthara,Firgantoro,Male,Jawa Barat,Bandung,2017-04-23,IT,IT Support Specialist,Bachelor,0,Company Website,8941206,Good,No,1994-04-08,,
